home_ownership,annual_income,tax_liens,number_of_open_accounts,years_of_credit_history,maximum_open_credit,number_of_credit_problems,months_since_last_delinquent,bankruptcies,purpose,term,current_loan_amount,current_credit_balance,monthly_debt,credit_score,credit_default,credit_score_outlier,annual_income_outlier,current_loan_amount_outlier,maximum_open_credit_outlier,current_credit_balance_outlier,annual_income_na,years_in_current_job_na,months_since_last_delinquent_na,bankruptcies_na,credit_score_na,monthly_debt_categories,years_in_current_job,years_of_credit_history_categories,home_ownership_have_mortgage,home_ownership_home_mortgage,home_ownership_own_home,home_ownership_rent,purpose_business_loan,purpose_buy_a_car,purpose_buy_house,purpose_debt_consolidation,purpose_educational_expenses,purpose_home_improvements,purpose_major_purchase,purpose_medical_bills,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_take_a_trip,purpose_vacation,purpose_wedding,term_long_term,term_short_term
Home Mortgage,0.4857791295837968,-0.11095342154390785,3.844085633194317,0.6649931271386648,1.6235988111198962,-0.3409788778582933,0.14062211636348712,-0.3370990397177327,home improvements,Short Term,-0.5384337927393124,-0.10280953531544816,1.9563647057072469,-0.7472529861173758,0,0,0,0,0,0,0,0,0,0,0,1.9436276902093517,-1.102007330092422,0.7273002455569214,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Rent,-1.4983855092385105,-0.11095342154390785,-1.2490195281557193,-0.7125589102011761,0.010438536067320736,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-1.167565222917519,-0.7262986981785898,-1.2862228179292041,1.1870292587091047,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-0.8192770261313791,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.9236613066654508,-0.11095342154390785,-0.6378469087937149,-1.0107918255015542,-1.0317283598598312,-0.3409788778582933,0.36139283409063977,-0.3370990397177327,debt consolidation,Short Term,-0.600563891128672,-0.8140196942238194,-1.2660986679027568,0.15241317426703382,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-1.102007330092422,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.1499250221025421,-0.11095342154390785,-0.026674289431710546,-0.45693069708656664,-0.5182070226783534,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,0.005076200195706511,0.30107255064279603,1.394146264343372,-0.9271862181942576,0,0,0,0,0,0,0,0,1,0,0,1.9436276902093517,1.1598351015959207,-0.7211203178198473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Own Home,-0.7665946056935732,-0.11095342154390785,1.3993951557462996,-1.465241982149749,-0.5553693956646641,-0.3409788778582933,0.008159685727195526,-0.3370990397177327,other,Short Term,-0.8992761616907384,-0.4384641799051805,-0.5946228620202945,-0.16246998186750952,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-1.3847376340534647,-1.4453305995082317,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Home Mortgage,-0.49153879387925803,-0.11095342154390785,-0.026674289431710546,-0.04508524262413988,0.2766788506741898,-0.3409788778582933,0.09646797281805658,-0.3370990397177327,debt consolidation,Long Term,1.4307308958821305,0.6121571940254155,0.558574785120253,0.06244655822859286,0,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,-0.25381641820929346,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,-0.85710334670305,-0.11095342154390785,-1.4527437346097205,-1.2380169038256517,-1.0755345873189852,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,-0.5085240552915421,-0.7702607251318124,-0.3171611435306506,-1.5569525304633443,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-1.102007330092422,-1.4453305995082317,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,-0.40043128334360434,-0.11095342154390785,0.1770499170222909,-1.3232263081971882,-0.8536946660184352,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,buy a car,Short Term,-0.3365109729738932,-0.5969508405841194,-0.4053720011465785,-0.07250336582906858,1,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,0.028913885751749396,-1.4453305995082317,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.4289765843677403,-0.11095342154390785,0.3807741234762923,-0.6273495058296397,0.46908055500157214,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,0.13652500339964116,-0.4296311629422928,-0.2243385015336619,0.14058686754759483,0,0,0,0,0,0,1,0,1,0,1,-0.7828677136193471,-1.6674679380145077,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.9104253487183824,-0.11095342154390785,1.1956709492922981,0.9064197728580182,0.4946837015066758,1.6647792271904904,-0.6983066109996929,2.545731972691612,debt consolidation,Long Term,0.17734601845711306,0.929536631105725,-0.5810390607524425,-2.1417355347132108,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-1.6674679380145077,0.7273002455569214,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Rent,-0.09644544915926839,-0.11095342154390785,-1.4527437346097205,-0.9255824211300175,-1.1619587105429638,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,0.002829760687826769,-0.9156501537623317,0.11131555078245908,-0.5673197540404938,0,0,0,1,0,0,0,0,1,0,0,0.5803799882950024,-1.6674679380145077,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Own Home,-0.1251233580445831,-0.11095342154390785,2.621740394470308,0.3667602118382866,2.1947542354763647,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,home improvements,Short Term,-1.491180880024081,-0.16717887732085962,-0.5441447857039555,0.6472295624784591,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-0.8192770261313791,0.003089963868537088,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.7760803755556388,-0.11095342154390785,-1.2490195281557193,-0.0024805404383715026,0.07671503556470932,-0.3409788778582933,0.4497011211815008,-0.3370990397177327,debt consolidation,Long Term,1.3419002593419715,0.34381623042872383,-0.6881163090181648,0.14058686754759483,0,0,0,0,0,0,1,0,0,0,1,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Rent,-0.3090086309520681,-0.11095342154390785,-0.4341227023397134,-1.465241982149749,-0.9157579895086548,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.7012043810816846,-0.7254864667337265,-0.49408596251316755,0.4223130223823567,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-1.3847376340534647,-1.4453305995082317,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Own Home,-0.5424657177898828,-0.11095342154390785,-0.6378469087937149,0.11113199872367734,-0.6608068259979181,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,0.002829760687826769,-0.0038188279727412507,-0.23892851030283627,0.5122796384207976,0,0,0,1,0,0,0,0,1,0,0,-0.7828677136193471,-1.3847376340534647,0.003089963868537088,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,0.9188470679376373,-0.11095342154390785,-0.8415711152477163,-0.31491502313400543,-0.7429097430606977,-0.3409788778582933,-0.08014860136366553,-0.3370990397177327,debt consolidation,Short Term,0.44961448681213784,-0.48059868610746087,0.4450410387210455,0.827162794555341,1,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,1.1598351015959207,0.003089963868537088,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.4289765843677403,-0.11095342154390785,0.1770499170222909,-1.0960012298730908,-0.18487998241887088,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,home improvements,Long Term,-0.7094199312819305,-1.290698023427931,-1.5036474888399465,-0.3584199978603268,1,0,0,0,0,0,1,0,1,0,1,-0.7828677136193471,-0.5365467221703363,-0.7211203178198473,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Rent,1.815898360707399,-0.11095342154390785,0.5844983299302937,2.2129639732215787,-0.26174343701119684,-0.3409788778582933,0.2730845469997787,-0.3370990397177327,buy a car,Short Term,-1.3377811536288642,-0.4521705855372476,0.6051118820564128,0.7821794865361205,0,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,0.8771047976348779,2.1757208089336904,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.6306108948802402,-0.11095342154390785,-1.656467941063722,0.21054297049046988,-1.201767822303009,7.682053542336842,2.745716585543888,11.194225009919645,debt consolidation,Short Term,-1.366535579329725,-1.3236949258755,-0.9067148886804499,-0.3873865219636119,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.9813007521063745,-0.11095342154390785,-0.23039849588571198,-0.49953539927233476,-0.29161377460048443,-0.3409788778582933,0.09646797281805658,-0.3370990397177327,debt consolidation,Short Term,-0.2670639001874394,-0.09164135294857866,-0.4487227743285506,0.7371961785169,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-1.3847376340534647,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,0.7133745779021956,-0.11095342154390785,-0.026674289431710546,1.020032312020067,3.5357865525274375,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,-0.24613992077118813,3.1268257473219947,2.9822771039305143,0.5122796384207976,0,0,0,0,0,0,0,0,1,0,0,3.3068753921237017,1.1598351015959207,0.7273002455569214,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,-0.8163555047374325,-0.11095342154390785,-0.026674289431710546,0.15373670090944522,-0.1177932567662575,-0.3409788778582933,0.8029342695449451,-0.3370990397177327,debt consolidation,Short Term,-0.7655167349929846,-0.3186600417878532,-0.8988329299200913,-0.16246998186750952,1,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-1.3672549830057694,-0.11095342154390785,-0.6378469087937149,-0.6557526406201519,-1.0879040399554172,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.8452332455297458,-0.7651842786014172,-1.184344308420314,-3.4462514672706046,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,0.028913885751749396,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Own Home,0.27305837686305584,-0.11095342154390785,-0.8415711152477163,-1.2096137690351394,-0.8206374388852634,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,1.3608987191800404,-0.786708411890293,0.4684353631267906,-3.221334927174502,0,0,0,0,0,0,0,0,1,0,0,0.5803799882950024,1.1598351015959207,-1.4453305995082317,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,0.2957474084710762,3.5711291518158657,1.3993951557462996,0.6933962619291768,-0.6085742465244259,1.6647792271904904,1.5977088533626944,-0.3370990397177327,debt consolidation,Short Term,-1.1585794648860002,-0.9179853191663135,0.1243123976745397,-0.3584199978603268,1,0,0,0,0,0,1,0,0,0,1,0.5803799882950024,-1.102007330092422,0.7273002455569214,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,0.40964085720256566,-0.11095342154390785,0.3807741234762923,2.3407780797788833,1.2754176246812925,-0.3409788778582933,1.1120132743629587,-0.3370990397177327,debt consolidation,Short Term,-0.7209730487510263,-0.3101316116167892,1.747660499807965,0.9621127186130024,0,0,0,0,0,0,0,1,0,0,0,1.9436276902093517,0.31164418971279223,2.1757208089336904,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Own Home,0.8413221713905228,-0.11095342154390785,2.4180161880163067,1.5312887382492866,1.628352137897215,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,0.7384424235395333,0.5027090068300945,0.7736516385279099,1.0520793346514434,1,0,0,0,0,0,0,0,1,0,0,0.5803799882950024,1.1598351015959207,1.451510527245306,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,-1.0279732609625845,-0.11095342154390785,-0.6378469087937149,-0.5421401014581031,-0.6616170521531428,1.6647792271904904,2.4807917242713047,2.545731972691612,debt consolidation,Short Term,-0.8574282028582357,-0.8862067638860395,-0.6248090870599656,-0.34240321394439144,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,1.1598351015959207,-0.7211203178198473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,1.6090707606916623,-0.11095342154390785,-0.4341227023397134,-1.749273330054871,0.5621485326983942,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,other,Short Term,-0.5516556938428331,-0.7902619244615696,-0.18023307272569794,0.917129410593782,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-0.8192770261313791,-1.4453305995082317,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Rent,0.6393477559553777,-0.11095342154390785,-0.4341227023397134,-0.47113226448182266,-1.1799997462659695,1.6647792271904904,-0.6983066109996929,2.545731972691612,buy house,Short Term,-1.449461289163457,-1.2288669046877172,0.32370918418658956,-1.7818690705594467,0,0,0,0,0,0,0,0,1,0,0,0.5803799882950024,1.1598351015959207,-0.7211203178198473,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.4289765843677403,-0.11095342154390785,-0.4341227023397134,-0.47113226448182266,-0.669071132781211,1.6647792271904904,-0.08014860136366553,2.545731972691612,debt consolidation,Short Term,-0.460514433808855,-0.8357468853739108,-0.25335081782179025,-0.3584199978603268,1,0,0,0,0,0,1,0,0,0,1,-0.7828677136193471,1.1598351015959207,-0.7211203178198473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.4289765843677403,-0.11095342154390785,-1.0452953217017178,0.3383570770477745,-1.1150196086169406,-0.3409788778582933,-0.035994457818235,-0.3370990397177327,other,Short Term,-1.5421429648599814,-0.8464074230877409,-0.7248428828164313,0.14058686754759483,0,0,0,0,0,0,1,0,0,0,1,-0.7828677136193471,1.1598351015959207,0.003089963868537088,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Home Mortgage,1.0048807945935814,-0.11095342154390785,-0.026674289431710546,-0.9113808537347615,0.5166138227747604,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,major purchase,Long Term,2.7001617697920035,-0.6552284467530567,-0.880888896146509,-3.401268159251384,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-0.8192770261313791,-0.7211203178198473,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Home Mortgage,0.2957474084710762,-0.11095342154390785,0.7882225363842952,1.8863279231306889,0.2698729509703015,1.6647792271904904,1.818479571089847,2.545731972691612,debt consolidation,Long Term,0.08107003954798123,-0.862245936262574,0.6209596502022401,0.14058686754759483,0,0,0,0,0,0,1,0,0,0,1,0.5803799882950024,0.31164418971279223,2.1757208089336904,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,0.2957474084710762,-0.11095342154390785,-0.4341227023397134,0.12533356611893312,-0.16159948422541165,-0.3409788778582933,0.18477625990891763,-0.3370990397177327,medical bills,Short Term,0.757440883377602,0.6783540567817692,0.3959884230315799,0.14058686754759483,0,0,0,0,0,0,1,1,0,0,1,0.5803799882950024,0.028913885751749396,0.003089963868537088,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Rent,-1.8810937790223148,-0.11095342154390785,1.1956709492922981,-0.5989463710391275,3.7213283420739165,-0.3409788778582933,0.18477625990891763,-0.3370990397177327,debt consolidation,Short Term,-1.2148046365689331,-0.643146504010716,-1.4868773638179071,1.0970626426706638,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,0.31164418971279223,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-1.0240655019496405,-0.11095342154390785,-0.4341227023397134,-0.32911659052926173,-0.9305581206107613,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.9815600316650764,-0.7786876263722685,-0.055127940061283146,1.0070960266322229,0,0,0,0,0,0,0,0,1,0,0,0.5803799882950024,0.5943744936738351,0.003089963868537088,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.10750692830074692,3.5711291518158657,-1.0452953217017178,0.5087758857908475,-0.9527583172639207,1.6647792271904904,0.18477625990891763,-0.3370990397177327,other,Short Term,0.002829760687826769,-0.8681346142378324,-1.1674903327731645,0.24237979030547477,0,0,0,1,0,0,0,0,0,0,0,-0.7828677136193471,1.1598351015959207,0.7273002455569214,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Own Home,-0.4289765843677403,-0.11095342154390785,-0.23039849588571198,-0.47113226448182266,-0.7562514670833994,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.5485748625177409,-0.3465804977050269,-0.6939020021507684,0.14058686754759483,0,0,0,0,0,0,1,0,1,0,1,-0.7828677136193471,-0.8192770261313791,-0.7211203178198473,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.5728769068825518,-0.11095342154390785,0.5844983299302937,-0.47113226448182266,-0.22107008401891193,1.6647792271904904,1.906787858180708,2.545731972691612,debt consolidation,Short Term,-0.5153275578011207,-0.533596787884787,-0.25670484282619815,0.917129410593782,1,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-0.8192770261313791,-0.7211203178198473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-1.5149934850435225,-0.11095342154390785,-0.026674289431710546,-1.4226372799639808,-1.214191290016456,-0.3409788778582933,1.4210922791809721,-0.3370990397177327,take a trip,Short Term,-1.6733350321201583,-1.2666356668738576,-1.1506363571260148,-2.3666520748093127,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-0.8192770261313791,-1.4453305995082317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Rent,-1.5459404152911917,-0.11095342154390785,-1.0452953217017178,-1.152807499454115,-1.060572410985834,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-1.3340584824443777,-0.8734141186294435,-0.7363304184565284,-0.7022696780981552,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-1.6674679380145077,-1.4453305995082317,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-0.624717742175236,-0.11095342154390785,2.0105677751083038,-0.6131479384343835,-1.0746163310097305,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,0.02728385933074625,-0.8219389508112359,-0.7818613078913657,-2.3666520748093127,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,-0.5365467221703363,-0.7211203178198473,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,0.3039107645539603,-0.11095342154390785,-0.4341227023397134,0.40936491402405495,-0.7394527781317386,-0.3409788778582933,1.376938135635542,-0.3370990397177327,debt consolidation,Short Term,0.2243286961647694,-0.21499900363718266,0.93917277249544,-1.511969222444124,0,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,1.1598351015959207,0.7273002455569214,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,0.08271269590997793,-0.11095342154390785,0.1770499170222909,-0.982388690711042,-0.7905510409879158,-0.3409788778582933,0.008159685727195526,-0.3370990397177327,home improvements,Short Term,-0.5706541536809018,-0.43937794028065164,-0.6036787295321958,0.6472295624784591,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-0.5365467221703363,-0.7211203178198473,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,0.2957474084710762,-0.11095342154390785,0.9919467428382966,-0.47113226448182266,0.30282214794944334,-0.3409788778582933,-0.47753589327254026,-0.3370990397177327,other,Short Term,-0.40980908491671225,-0.039455482616115735,0.11819130204149528,-0.3584199978603268,1,0,0,0,0,0,1,0,0,0,1,0.5803799882950024,1.1598351015959207,-0.7211203178198473,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Own Home,-1.4493494364631812,-0.11095342154390785,-0.6378469087937149,0.5655821553718722,1.0280825870296688,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,-0.4268820251765983,0.4349892101146221,-0.8290692098284069,0.9621127186130024,0,0,0,0,0,0,0,1,1,0,0,-0.7828677136193471,0.31164418971279223,0.7273002455569214,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,0.2620599260927538,-0.11095342154390785,-0.6378469087937149,-0.5705432362486152,-0.38376349598805165,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,0.24153000439653427,0.11456390511607542,-0.36512370109368364,0.7371961785169,0,0,0,0,0,0,0,0,1,0,0,-0.7828677136193471,1.1598351015959207,-0.7211203178198473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,-0.7634747013203357,-0.11095342154390785,-0.4341227023397134,-0.44272912969131056,-0.6377423881125187,-0.3409788778582933,2.657408298453027,-0.3370990397177327,debt consolidation,Short Term,0.1853048327136013,-0.9232648235579246,-0.873677742387032,0.7821794865361205,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-1.102007330092422,-0.7211203178198473,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,3.072274397554478,-0.11095342154390785,4.047809839648319,-0.28651188834349334,1.3349422395518078,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Long Term,1.2929920620561326,2.9008223477887993,3.594470517860067,0.5122796384207976,1,0,0,0,0,0,0,0,1,0,0,3.3068753921237017,0.31164418971279223,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,4.17898956704292,-0.11095342154390785,0.3807741234762923,0.8780166380675061,3.4907379782969383,-0.3409788778582933,1.2003215614538199,-0.3370990397177327,debt consolidation,Short Term,0.3473052132247004,-0.21784181369420397,1.2123581091044637,1.0970626426706638,0,0,0,0,0,1,0,0,0,0,0,0.5803799882950024,1.1598351015959207,0.7273002455569214,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,0.6186429360238922,-0.11095342154390785,-1.4527437346097205,-0.826171449363225,-1.4008133811032348,-0.3409788778582933,1.1120132743629587,-0.3370990397177327,other,Short Term,-1.2845084452991447,-1.3362845132708803,-1.5339175645047278,-0.3584199978603268,1,0,0,0,0,0,1,0,0,0,1,-0.7828677136193471,-0.5365467221703363,-0.7211203178198473,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Rent,-0.6139083765184635,-0.11095342154390785,-0.026674289431710546,0.04012416174739688,-0.9268850953737421,-0.3409788778582933,2.2600210065441524,-0.3370990397177327,debt consolidation,Short Term,-0.7280332872043627,-0.7092418378364619,-0.01739515876169423,-0.20745328988673,0,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,-0.5365467221703363,0.003089963868537088,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.009497811121264766,-0.11095342154390785,-0.4341227023397134,0.02592259435214058,0.6463580377647582,-0.3409788778582933,0.4497011211815008,-0.3370990397177327,debt consolidation,Short Term,-0.49966666523190195,1.8958889926317601,-0.3973223411359995,0.6922128704976795,1,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,-1.102007330092422,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,-0.24925773507673107,-0.11095342154390785,0.7882225363842952,-0.0024805404383715026,-0.5404072193315128,1.6647792271904904,-0.12430274490909606,2.545731972691612,debt consolidation,Short Term,0.0392220807154786,-0.6135000562732079,0.8476917405002143,-1.7818690705594467,1,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,-1.102007330092422,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rent,-1.2409146129824433,-0.11095342154390785,-0.026674289431710546,0.21054297049046988,-0.6919195103585504,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,other,Short Term,-0.8902904036592194,-0.6075098493673415,-1.066366478890266,0.14058686754759483,0,0,0,0,0,0,1,0,1,0,1,-0.7828677136193471,-1.102007330092422,0.003089963868537088,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Rent,0.9062098795167458,-0.11095342154390785,-0.6378469087937149,-1.1244043646636028,0.31632591720319,-0.3409788778582933,1.3327839920901114,-0.3370990397177327,debt consolidation,Long Term,2.7891207743040414,-0.3971419051477634,-0.652563643971441,-0.34240321394439144,0,0,0,0,0,0,0,0,0,0,0,-0.7828677136193471,0.028913885751749396,-1.4453305995082317,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Home Mortgage,0.7122400672210183,-0.11095342154390785,1.1956709492922981,2.667414129869774,3.388541452584584,-0.3409788778582933,-0.30091931909081815,-0.3370990397177327,debt consolidation,Short Term,-0.5062134317977229,-0.13905536354247008,0.4084821661729994,1.1870292587091047,0,0,0,0,0,0,0,0,0,0,0,0.5803799882950024,0.31164418971279223,2.8999310906220743,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,1.063245066303035,-0.11095342154390785,0.5844983299302937,2.0141420296879935,-0.2103750987699446,-0.3409788778582933,-0.6983066109996929,-0.3370990397177327,debt consolidation,Short Term,0.2521845460624782,-0.1639299515414067,1.0097749988382263,0.6022462544592386,0,0,0,0,0,0,0,0,1,0,0,0.5803799882950024,-1.3847376340534647,2.1757208089336904,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Home Mortgage,1.289338225254687,-0.11095342154390785,-0.4341227023397134,-0.08768994480990826,0.6560807516274558,-0.3409788778582933,-0.21261103199995712,-0.3370990397177327,debt consolidation,Short Term,1.817375227181204,1.5787126134126666,2.0025664001429657,0.14058686754759483,0,0,0,0,0,0,1,0,0,0,1,1.9436276902093517,1.1598351015959207,0.003089963868537088,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
